meter_id,tariff_zone_id,measured_at,consumption_kwh,voltage_v,power_factor,quality_flag
5,2,2025-08-29 18:00:00,6.6616,231.45,0.964,valid
6,2,2025-08-29 18:00:00,6.4932,229.19,0.911,valid
7,2,2025-08-29 18:00:00,5.912,231.67,0.916,valid
8,2,2025-08-29 18:00:00,5.3756,220.62,0.952,valid
9,2,2025-08-29 18:00:00,5.0742,223.65,0.94,valid
10,2,2025-08-29 18:00:00,4.6994,229.73,0.974,valid
11,2,2025-08-29 18:00:00,4.3012,230.37,0.921,valid
12,2,2025-08-29 18:00:00,4.2012,228.97,0.965,valid
13,2,2025-08-29 18:00:00,3.9281,228.85,0.914,valid
14,2,2025-08-29 18:00:00,4.0825,229.47,0.986,valid
1,2,2025-08-29 19:00:00,8.8906,219.82,0.949,valid
2,2,2025-08-29 19:00:00,7.8049,231.99,0.938,valid
3,2,2025-08-29 19:00:00,6.9541,222.01,0.973,valid
4,2,2025-08-29 19:00:00,6.6501,223.45,0.964,valid
5,2,2025-08-29 19:00:00,5.8035,225.32,0.965,valid
6,2,2025-08-29 19:00:00,5.8303,227.36,0.941,valid
7,2,2025-08-29 19:00:00,5.1429,221.16,0.948,valid
8,2,2025-08-29 19:00:00,5.1239,220.0,0.965,valid
9,2,2025-08-29 19:00:00,4.3697,222.57,0.928,valid
10,2,2025-08-29 19:00:00,4.4106,229.64,0.941,valid
11,2,2025-08-29 19:00:00,4.0861,226.09,0.96,valid
12,2,2025-08-29 19:00:00,3.7728,226.3,0.925,valid
13,2,2025-08-29 19:00:00,3.5884,223.45,0.93,valid
14,2,2025-08-29 19:00:00,3.8057,219.39,0.934,valid
1,3,2025-08-29 20:00:00,9.8799,225.15,0.942,valid
2,3,2025-08-29 20:00:00,7.6841,226.27,0.963,valid
3,3,2025-08-29 20:00:00,7.073,228.38,0.94,valid
4,3,2025-08-29 20:00:00,6.8819,230.52,0.924,valid
5,3,2025-08-29 20:00:00,6.2157,221.21,0.989,valid
6,3,2025-08-29 20:00:00,5.6613,230.65,0.938,valid
7,3,2025-08-29 20:00:00,5.5442,228.18,0.967,valid
8,3,2025-08-29 20:00:00,5.3508,220.25,0.982,valid
9,3,2025-08-29 20:00:00,4.6128,220.49,0.914,valid
10,3,2025-08-29 20:00:00,4.2501,229.7,0.973,valid
11,3,2025-08-29 20:00:00,4.1332,227.61,0.96,valid
12,3,2025-08-29 20:00:00,3.6827,223.79,0.946,valid
13,3,2025-08-29 20:00:00,3.6534,222.85,0.973,valid
14,3,2025-08-29 20:00:00,3.7223,228.61,0.928,valid
1,3,2025-08-29 21:00:00,9.1453,218.18,0.964,valid
2,3,2025-08-29 21:00:00,7.7013,220.43,0.954,valid
3,3,2025-08-29 21:00:00,7.0418,225.04,0.922,valid
4,3,2025-08-29 21:00:00,6.1961,225.93,0.942,valid
5,3,2025-08-29 21:00:00,6.337,226.95,0.926,valid
6,3,2025-08-29 21:00:00,5.8319,231.06,0.953,valid
7,3,2025-08-29 21:00:00,5.4844,231.67,0.938,valid
8,3,2025-08-29 21:00:00,5.1187,221.78,0.987,valid
9,3,2025-08-29 21:00:00,4.5489,226.77,0.937,valid
10,3,2025-08-29 21:00:00,4.2754,231.46,0.928,valid
11,3,2025-08-29 21:00:00,3.8705,225.18,0.93,valid
12,3,2025-08-29 21:00:00,3.6124,220.91,0.943,valid
13,3,2025-08-29 21:00:00,3.729,226.96,0.963,valid
14,3,2025-08-29 21:00:00,3.7431,218.59,0.917,valid
1,2,2025-08-29 22:00:00,8.646,225.58,0.916,valid
2,2,2025-08-29 22:00:00,7.3172,229.87,0.935,valid
3,2,2025-08-29 22:00:00,6.3794,225.41,0.951,valid
4,2,2025-08-29 22:00:00,5.7631,231.41,0.957,valid
5,2,2025-08-29 22:00:00,5.5252,218.71,0.954,valid
6,2,2025-08-29 22:00:00,5.3864,226.34,0.95,valid
7,2,2025-08-29 22:00:00,5.0912,220.64,0.936,valid
8,2,2025-08-29 22:00:00,4.8335,226.33,0.96,valid
9,2,2025-08-29 22:00:00,4.4538,225.34,0.982,valid
10,2,2025-08-29 22:00:00,3.9488,227.5,0.972,valid
11,2,2025-08-29 22:00:00,3.8788,223.63,0.972,valid
12,2,2025-08-29 22:00:00,3.3941,229.6,0.99,valid
13,2,2025-08-29 22:00:00,3.6038,220.25,0.927,valid
14,2,2025-08-29 22:00:00,3.6274,221.85,0.929,valid
1,1,2025-08-29 23:00:00,8.516,218.2,0.984,valid
2,1,2025-08-29 23:00:00,7.132,225.98,0.921,valid
3,1,2025-08-29 23:00:00,6.4261,231.64,0.928,valid
4,1,2025-08-29 23:00:00,5.6294,229.38,0.973,valid
5,1,2025-08-29 23:00:00,5.4679,231.31,0.974,valid
6,1,2025-08-29 23:00:00,5.2829,225.71,0.983,valid
7,1,2025-08-29 23:00:00,4.6892,219.59,0.967,valid
8,1,2025-08-29 23:00:00,4.5533,225.57,0.961,valid
9,1,2025-08-29 23:00:00,3.9046,230.48,0.981,valid
10,1,2025-08-29 23:00:00,3.8955,227.5,0.915,valid
11,1,2025-08-29 23:00:00,3.5306,219.94,0.936,valid
12,1,2025-08-29 23:00:00,3.25,220.47,0.984,valid
13,1,2025-08-29 23:00:00,3.4137,226.24,0.982,valid
14,1,2025-08-29 23:00:00,3.4083,220.17,0.978,valid
1,1,2025-08-30 00:00:00,6.0174,223.06,0.957,valid
2,1,2025-08-30 00:00:00,4.7573,219.66,0.929,valid
3,1,2025-08-30 00:00:00,4.4302,220.18,0.912,valid
4,1,2025-08-30 00:00:00,4.3502,218.45,0.984,valid
5,1,2025-08-30 00:00:00,3.9815,221.74,0.956,valid
6,1,2025-08-30 00:00:00,3.7008,229.6,0.956,valid
7,1,2025-08-30 00:00:00,3.7158,229.21,0.971,valid
8,1,2025-08-30 00:00:00,3.2684,220.22,0.945,valid
9,1,2025-08-30 00:00:00,3.0066,223.01,0.941,valid
10,1,2025-08-30 00:00:00,2.8271,227.97,0.934,valid
11,1,2025-08-30 00:00:00,2.7028,224.46,0.967,valid
12,1,2025-08-30 00:00:00,2.3928,223.59,0.957,valid
13,1,2025-08-30 00:00:00,2.3261,218.29,0.932,valid
14,1,2025-08-30 00:00:00,2.5508,221.9,0.968,valid
1,1,2025-08-30 01:00:00,5.8882,220.72,0.958,valid
2,1,2025-08-30 01:00:00,4.8992,218.73,0.964,valid
3,1,2025-08-30 01:00:00,4.5086,218.06,0.936,valid
4,1,2025-08-30 01:00:00,4.2234,218.59,0.98,valid
5,1,2025-08-30 01:00:00,4.1694,231.54,0.956,valid
6,1,2025-08-30 01:00:00,3.9408,224.51,0.986,valid
7,1,2025-08-30 01:00:00,3.6094,224.58,0.977,valid
8,1,2025-08-30 01:00:00,3.3799,228.14,0.967,valid
9,1,2025-08-30 01:00:00,2.9722,223.99,0.931,valid
10,1,2025-08-30 01:00:00,2.7575,222.26,0.945,valid
11,1,2025-08-30 01:00:00,2.6232,229.8,0.965,valid
12,1,2025-08-30 01:00:00,2.3159,224.88,0.916,valid
13,1,2025-08-30 01:00:00,2.5225,225.13,0.93,valid
14,1,2025-08-30 01:00:00,2.4536,221.63,0.941,valid
1,1,2025-08-30 02:00:00,5.9041,226.14,0.957,valid
2,1,2025-08-30 02:00:00,4.8604,222.49,0.938,valid
3,1,2025-08-30 02:00:00,4.7789,229.0,0.984,valid
4,1,2025-08-30 02:00:00,4.2631,224.46,0.957,valid
5,1,2025-08-30 02:00:00,3.7903,230.85,0.968,valid
6,1,2025-08-30 02:00:00,3.5813,222.76,0.944,valid
7,1,2025-08-30 02:00:00,3.6443,225.37,0.937,valid
8,1,2025-08-30 02:00:00,3.1029,220.79,0.943,valid
9,1,2025-08-30 02:00:00,3.0287,228.62,0.982,valid
10,1,2025-08-30 02:00:00,2.9694,229.36,0.954,valid
11,1,2025-08-30 02:00:00,2.4612,224.76,0.926,valid
12,1,2025-08-30 02:00:00,2.3643,229.53,0.915,valid
13,1,2025-08-30 02:00:00,2.4755,218.53,0.971,valid
14,1,2025-08-30 02:00:00,2.4159,220.4,0.956,valid
1,1,2025-08-30 03:00:00,6.2023,218.61,0.919,valid
2,1,2025-08-30 03:00:00,5.0806,221.19,0.989,valid
3,1,2025-08-30 03:00:00,4.6607,218.7,0.972,valid
4,1,2025-08-30 03:00:00,4.2167,220.77,0.929,valid
5,1,2025-08-30 03:00:00,3.9918,230.07,0.98,valid
6,1,2025-08-30 03:00:00,3.8559,221.9,0.961,valid
7,1,2025-08-30 03:00:00,3.6611,218.48,0.94,valid
8,1,2025-08-30 03:00:00,3.2336,228.72,0.972,valid
9,1,2025-08-30 03:00:00,2.9651,219.47,0.96,valid
10,1,2025-08-30 03:00:00,2.966,230.06,0.917,valid
11,1,2025-08-30 03:00:00,2.5938,231.6,0.944,valid
12,1,2025-08-30 03:00:00,2.4443,221.27,0.914,valid
13,1,2025-08-30 03:00:00,2.4832,226.15,0.982,valid
14,1,2025-08-30 03:00:00,2.3897,226.34,0.949,valid
1,1,2025-08-30 04:00:00,5.914,227.48,0.979,valid
2,1,2025-08-30 04:00:00,5.0168,226.62,0.948,valid
3,1,2025-08-30 04:00:00,4.3969,228.96,0.99,valid
4,1,2025-08-30 04:00:00,4.302,229.85,0.943,valid
5,1,2025-08-30 04:00:00,4.0786,220.98,0.934,valid
6,1,2025-08-30 04:00:00,3.7928,219.14,0.954,valid
7,1,2025-08-30 04:00:00,3.3955,224.92,0.933,valid
8,1,2025-08-30 04:00:00,3.229,228.26,0.94,valid
9,1,2025-08-30 04:00:00,3.0305,221.92,0.96,valid
10,1,2025-08-30 04:00:00,2.8289,221.48,0.977,valid
11,1,2025-08-30 04:00:00,2.6748,223.18,0.943,valid
12,1,2025-08-30 04:00:00,2.4816,225.5,0.972,valid
13,1,2025-08-30 04:00:00,2.5302,218.32,0.965,valid
14,1,2025-08-30 04:00:00,2.4607,225.84,0.916,valid
1,1,2025-08-30 05:00:00,5.9164,220.31,0.953,valid
2,1,2025-08-30 05:00:00,5.0134,223.25,0.932,valid
3,1,2025-08-30 05:00:00,4.4534,220.3,0.981,valid
4,1,2025-08-30 05:00:00,4.0371,231.46,0.938,valid
5,1,2025-08-30 05:00:00,3.9609,223.39,0.943,valid
6,1,2025-08-30 05:00:00,3.7425,219.59,0.916,valid
7,1,2025-08-30 05:00:00,3.4577,219.12,0.924,valid
8,1,2025-08-30 05:00:00,3.2663,220.28,0.956,valid
9,1,2025-08-30 05:00:00,3.1416,219.78,0.958,valid
10,1,2025-08-30 05:00:00,2.9619,222.87,0.935,valid
11,1,2025-08-30 05:00:00,2.6664,231.84,0.946,valid
12,1,2025-08-30 05:00:00,2.3818,223.05,0.956,valid
13,1,2025-08-30 05:00:00,2.3836,220.05,0.943,valid
14,1,2025-08-30 05:00:00,2.3785,229.26,0.973,valid
1,1,2025-08-30 06:00:00,5.8864,231.51,0.927,valid
2,1,2025-08-30 06:00:00,5.1066,223.68,0.959,valid
3,1,2025-08-30 06:00:00,4.4681,231.22,0.918,valid
4,1,2025-08-30 06:00:00,4.1355,224.48,0.988,valid
5,1,2025-08-30 06:00:00,3.7711,225.92,0.974,valid
6,1,2025-08-30 06:00:00,3.641,230.63,0.973,valid
7,1,2025-08-30 06:00:00,3.7069,220.64,0.941,valid
8,1,2025-08-30 06:00:00,3.2109,220.85,0.989,valid
9,1,2025-08-30 06:00:00,3.0516,221.21,0.966,valid
10,1,2025-08-30 06:00:00,2.82,231.19,0.933,valid
11,1,2025-08-30 06:00:00,2.6697,221.46,0.97,valid
12,1,2025-08-30 06:00:00,2.3239,229.32,0.984,valid
13,1,2025-08-30 06:00:00,2.3783,229.31,0.969,valid
14,1,2025-08-30 06:00:00,2.5227,222.58,0.943,valid
1,2,2025-08-30 07:00:00,6.0927,222.71,0.987,valid
2,2,2025-08-30 07:00:00,4.8785,230.09,0.927,valid
3,2,2025-08-30 07:00:00,4.4158,221.67,0.912,valid
4,2,2025-08-30 07:00:00,4.2702,229.78,0.947,valid
5,2,2025-08-30 07:00:00,4.0325,220.65,0.984,valid
6,2,2025-08-30 07:00:00,3.6597,225.34,0.912,valid
7,2,2025-08-30 07:00:00,3.7099,222.02,0.973,valid
8,2,2025-08-30 07:00:00,3.1645,222.37,0.927,valid
9,2,2025-08-30 07:00:00,2.917,227.43,0.954,valid
10,2,2025-08-30 07:00:00,2.8132,221.64,0.95,valid
11,2,2025-08-30 07:00:00,2.6044,224.1,0.916,valid
12,2,2025-08-30 07:00:00,2.4029,227.2,0.943,valid
13,2,2025-08-30 07:00:00,2.5289,231.17,0.948,valid
14,2,2025-08-30 07:00:00,2.3508,223.8,0.945,valid
1,3,2025-08-30 08:00:00,6.2406,218.38,0.921,valid
2,3,2025-08-30 08:00:00,5.1409,224.08,0.934,valid
3,3,2025-08-30 08:00:00,4.6516,229.25,0.951,valid
4,3,2025-08-30 08:00:00,4.1562,224.5,0.947,valid
5,3,2025-08-30 08:00:00,4.1557,219.4,0.941,valid
6,3,2025-08-30 08:00:00,3.8938,218.18,0.94,valid
7,3,2025-08-30 08:00:00,3.6543,230.3,0.918,valid
8,3,2025-08-30 08:00:00,3.2587,223.36,0.946,valid
9,3,2025-08-30 08:00:00,3.0651,226.99,0.919,valid
10,3,2025-08-30 08:00:00,2.7405,220.67,0.976,valid
11,3,2025-08-30 08:00:00,2.6582,222.08,0.974,valid
12,3,2025-08-30 08:00:00,2.4879,222.26,0.918,valid
13,3,2025-08-30 08:00:00,2.489,230.74,0.978,valid
14,3,2025-08-30 08:00:00,2.4078,221.52,0.934,valid
1,3,2025-08-30 09:00:00,8.2474,222.31,0.916,valid
2,3,2025-08-30 09:00:00,7.0453,226.92,0.913,valid
3,3,2025-08-30 09:00:00,6.0208,220.26,0.959,valid
4,3,2025-08-30 09:00:00,5.9646,223.26,0.979,valid
5,3,2025-08-30 09:00:00,5.2001,220.74,0.936,valid
6,3,2025-08-30 09:00:00,4.9419,222.64,0.928,valid
7,3,2025-08-30 09:00:00,4.6362,220.6,0.989,valid
8,3,2025-08-30 09:00:00,4.4815,222.53,0.952,valid
9,3,2025-08-30 09:00:00,3.9654,227.33,0.922,valid
10,3,2025-08-30 09:00:00,4.0449,218.73,0.952,valid
11,3,2025-08-30 09:00:00,3.4413,222.19,0.983,valid
12,3,2025-08-30 09:00:00,3.3971,229.24,0.933,valid
13,3,2025-08-30 09:00:00,3.2814,219.01,0.989,valid
14,3,2025-08-30 09:00:00,3.3876,226.95,0.942,valid
1,3,2025-08-30 10:00:00,7.1825,226.93,0.917,valid
2,3,2025-08-30 10:00:00,6.3475,230.13,0.927,valid
3,3,2025-08-30 10:00:00,5.8095,227.61,0.93,valid
4,3,2025-08-30 10:00:00,5.3989,229.78,0.974,valid
5,3,2025-08-30 10:00:00,4.7383,223.47,0.977,valid
6,3,2025-08-30 10:00:00,4.5737,225.4,0.985,valid
7,3,2025-08-30 10:00:00,4.1978,229.03,0.924,valid
8,3,2025-08-30 10:00:00,4.0091,220.64,0.952,valid
9,3,2025-08-30 10:00:00,3.7566,228.19,0.937,valid
10,3,2025-08-30 10:00:00,3.6195,221.54,0.964,valid
11,3,2025-08-30 10:00:00,3.2353,231.44,0.916,valid
12,3,2025-08-30 10:00:00,2.9187,223.59,0.948,valid
13,3,2025-08-30 10:00:00,2.8879,223.02,0.959,valid
14,3,2025-08-30 10:00:00,3.1035,227.96,0.935,valid
1,2,2025-08-30 11:00:00,8.059,230.82,0.914,valid
2,2,2025-08-30 11:00:00,6.8176,230.7,0.978,valid
3,2,2025-08-30 11:00:00,5.7779,229.75,0.928,valid
4,2,2025-08-30 11:00:00,5.5821,218.38,0.985,valid
5,2,2025-08-30 11:00:00,4.9368,231.81,0.982,valid
6,2,2025-08-30 11:00:00,4.8758,229.3,0.925,valid
7,2,2025-08-30 11:00:00,4.7306,225.05,0.954,valid
8,2,2025-08-30 11:00:00,4.2411,218.7,0.961,valid
9,2,2025-08-30 11:00:00,3.8355,221.84,0.954,valid
10,2,2025-08-30 11:00:00,3.8272,230.73,0.974,valid
11,2,2025-08-30 11:00:00,3.4062,229.76,0.969,valid
12,2,2025-08-30 11:00:00,3.0248,225.47,0.979,valid
13,2,2025-08-30 11:00:00,3.308,228.73,0.978,valid
14,2,2025-08-30 11:00:00,3.1574,225.75,0.968,valid
1,2,2025-08-30 12:00:00,7.5005,229.54,0.936,valid
2,2,2025-08-30 12:00:00,6.3059,219.45,0.923,valid
3,2,2025-08-30 12:00:00,5.764,224.8,0.937,valid
4,2,2025-08-30 12:00:00,5.0066,218.77,0.986,valid
5,2,2025-08-30 12:00:00,4.9014,229.94,0.979,valid
6,2,2025-08-30 12:00:00,4.7893,218.33,0.92,valid
7,2,2025-08-30 12:00:00,4.3736,226.35,0.954,valid
8,2,2025-08-30 12:00:00,3.8817,226.25,0.92,valid
9,2,2025-08-30 12:00:00,3.6571,226.36,0.928,valid
10,2,2025-08-30 12:00:00,3.7103,225.82,0.974,valid
11,2,2025-08-30 12:00:00,3.294,220.91,0.971,valid
12,2,2025-08-30 12:00:00,3.1255,220.86,0.967,valid
13,2,2025-08-30 12:00:00,3.1714,224.17,0.961,valid
14,2,2025-08-30 12:00:00,3.1868,224.96,0.957,valid
1,2,2025-08-30 13:00:00,7.5061,221.02,0.964,valid
2,2,2025-08-30 13:00:00,6.0967,219.59,0.943,valid
3,2,2025-08-30 13:00:00,5.6251,220.89,0.919,valid
4,2,2025-08-30 13:00:00,5.233,228.58,0.951,valid
5,2,2025-08-30 13:00:00,5.1818,223.99,0.99,valid
6,2,2025-08-30 13:00:00,5.0105,221.98,0.966,valid
7,2,2025-08-30 13:00:00,4.4069,219.3,0.959,valid
8,2,2025-08-30 13:00:00,4.1801,227.57,0.97,valid
9,2,2025-08-30 13:00:00,3.8756,228.1,0.96,valid
10,2,2025-08-30 13:00:00,3.5947,228.71,0.931,valid
11,2,2025-08-30 13:00:00,3.1744,218.12,0.957,valid
12,2,2025-08-30 13:00:00,2.9652,226.19,0.925,valid
13,2,2025-08-30 13:00:00,3.107,223.99,0.966,valid
14,2,2025-08-30 13:00:00,3.1311,227.65,0.961,valid
1,2,2025-08-30 14:00:00,7.284,228.55,0.983,valid
2,2,2025-08-30 14:00:00,6.2989,227.48,0.986,valid
3,2,2025-08-30 14:00:00,5.4976,229.81,0.941,valid
4,2,2025-08-30 14:00:00,5.161,218.15,0.92,valid
5,2,2025-08-30 14:00:00,5.023,225.33,0.928,valid
6,2,2025-08-30 14:00:00,4.4266,228.82,0.924,valid
7,2,2025-08-30 14:00:00,4.5512,223.6,0.989,valid
8,2,2025-08-30 14:00:00,3.7837,231.02,0.956,valid
9,2,2025-08-30 14:00:00,3.7707,231.36,0.961,valid
10,2,2025-08-30 14:00:00,3.5105,218.17,0.974,valid
11,2,2025-08-30 14:00:00,3.1461,224.66,0.935,valid
12,2,2025-08-30 14:00:00,3.0396,224.2,0.951,valid
13,2,2025-08-30 14:00:00,2.9081,230.28,0.953,valid
14,2,2025-08-30 14:00:00,3.1098,231.23,0.983,valid
1,2,2025-08-30 15:00:00,7.6766,223.27,0.921,valid
2,2,2025-08-30 15:00:00,6.1698,220.47,0.941,valid
3,2,2025-08-30 15:00:00,5.4861,227.06,0.946,valid
4,2,2025-08-30 15:00:00,5.4436,222.43,0.939,valid
5,2,2025-08-30 15:00:00,4.7948,221.45,0.916,valid
6,2,2025-08-30 15:00:00,4.6176,220.01,0.966,valid
7,2,2025-08-30 15:00:00,4.5449,226.66,0.913,valid
8,2,2025-08-30 15:00:00,4.2125,226.13,0.921,valid
9,2,2025-08-30 15:00:00,3.7139,228.9,0.926,valid
10,2,2025-08-30 15:00:00,3.5371,218.1,0.911,valid
11,2,2025-08-30 15:00:00,3.3,221.99,0.952,valid
12,2,2025-08-30 15:00:00,3.0555,225.26,0.971,valid
13,2,2025-08-30 15:00:00,3.1613,222.91,0.917,valid
14,2,2025-08-30 15:00:00,2.9347,220.79,0.941,valid
1,2,2025-08-30 16:00:00,8.4252,218.8,0.913,valid
2,2,2025-08-30 16:00:00,6.7077,221.21,0.939,valid
3,2,2025-08-30 16:00:00,5.9382,227.04,0.942,valid
4,2,2025-08-30 16:00:00,5.5572,229.32,0.921,valid
5,2,2025-08-30 16:00:00,5.536,219.97,0.918,valid
6,2,2025-08-30 16:00:00,5.1929,230.19,0.962,valid
7,2,2025-08-30 16:00:00,4.8709,219.86,0.98,valid
8,2,2025-08-30 16:00:00,4.2291,224.28,0.96,valid
9,2,2025-08-30 16:00:00,3.9791,221.11,0.961,valid
10,2,2025-08-30 16:00:00,3.8981,231.96,0.959,valid
11,2,2025-08-30 16:00:00,3.55,222.16,0.94,valid
12,2,2025-08-30 16:00:00,3.3167,224.43,0.97,valid
13,2,2025-08-30 16:00:00,3.1061,220.15,0.968,valid
14,2,2025-08-30 16:00:00,3.3422,223.48,0.975,valid
1,2,2025-08-30 17:00:00,8.2188,222.68,0.913,valid
2,2,2025-08-30 17:00:00,6.6586,222.49,0.988,valid
3,2,2025-08-30 17:00:00,5.82,230.68,0.927,valid
4,2,2025-08-30 17:00:00,5.2266,229.03,0.935,valid
5,2,2025-08-30 17:00:00,4.9892,231.01,0.977,valid
6,2,2025-08-30 17:00:00,5.0344,220.49,0.983,valid
7,2,2025-08-30 17:00:00,4.7293,229.12,0.97,valid
8,2,2025-08-30 17:00:00,4.0998,226.62,0.969,valid
9,2,2025-08-30 17:00:00,3.83,218.93,0.93,valid
10,2,2025-08-30 17:00:00,3.7194,224.84,0.918,valid
11,2,2025-08-30 17:00:00,3.1876,218.88,0.946,valid
12,2,2025-08-30 17:00:00,3.1194,228.82,0.986,valid
13,2,2025-08-30 17:00:00,3.1343,227.79,0.96,valid
14,2,2025-08-30 17:00:00,3.3252,223.42,0.944,valid
1,2,2025-08-30 18:00:00,8.0422,222.54,0.945,valid
2,2,2025-08-30 18:00:00,7.0229,229.7,0.93,valid
3,2,2025-08-30 18:00:00,6.409,226.1,0.978,valid
4,2,2025-08-30 18:00:00,5.7899,226.85,0.974,valid
5,2,2025-08-30 18:00:00,5.3169,223.39,0.929,valid
6,2,2025-08-30 18:00:00,5.0245,224.53,0.941,valid
7,2,2025-08-30 18:00:00,4.6767,228.42,0.969,valid
8,2,2025-08-30 18:00:00,4.185,218.57,0.948,valid
9,2,2025-08-30 18:00:00,3.8326,218.45,0.957,valid
10,2,2025-08-30 18:00:00,3.628,223.91,0.972,valid
11,2,2025-08-30 18:00:00,3.5143,225.66,0.921,valid
12,2,2025-08-30 18:00:00,3.2933,222.63,0.921,valid
13,2,2025-08-30 18:00:00,3.1884,224.12,0.947,valid
14,2,2025-08-30 18:00:00,3.4307,229.82,0.927,valid
1,2,2025-08-30 19:00:00,6.327,227.3,0.967,valid
2,2,2025-08-30 19:00:00,4.8387,223.75,0.935,valid
3,2,2025-08-30 19:00:00,4.3549,219.45,0.911,valid
4,2,2025-08-30 19:00:00,4.3441,222.43,0.974,valid
5,2,2025-08-30 19:00:00,4.1185,225.89,0.989,valid
6,2,2025-08-30 19:00:00,3.8237,219.13,0.989,valid
7,2,2025-08-30 19:00:00,3.6897,228.58,0.921,valid
8,2,2025-08-30 19:00:00,3.1152,221.8,0.94,valid
9,2,2025-08-30 19:00:00,3.1199,230.35,0.945,valid
10,2,2025-08-30 19:00:00,2.7605,219.03,0.911,valid
11,2,2025-08-30 19:00:00,2.6508,230.53,0.912,valid
12,2,2025-08-30 19:00:00,2.39,231.94,0.941,valid
13,2,2025-08-30 19:00:00,2.5198,225.56,0.989,valid
14,2,2025-08-30 19:00:00,2.3513,230.53,0.983,valid
1,3,2025-08-30 20:00:00,6.2027,230.18,0.984,valid
2,3,2025-08-30 20:00:00,4.9888,223.35,0.961,valid
3,3,2025-08-30 20:00:00,4.3711,230.21,0.986,valid
4,3,2025-08-30 20:00:00,4.0401,227.32,0.959,valid
5,3,2025-08-30 20:00:00,4.0643,218.15,0.966,valid
6,3,2025-08-30 20:00:00,3.5844,226.92,0.912,valid
7,3,2025-08-30 20:00:00,3.6956,228.33,0.944,valid
8,3,2025-08-30 20:00:00,3.312,228.7,0.986,valid
9,3,2025-08-30 20:00:00,3.0824,228.35,0.972,valid
10,3,2025-08-30 20:00:00,2.8108,221.63,0.914,valid
11,3,2025-08-30 20:00:00,2.535,231.35,0.966,valid
12,3,2025-08-30 20:00:00,2.5205,228.02,0.916,valid
13,3,2025-08-30 20:00:00,2.3411,221.72,0.962,valid
14,3,2025-08-30 20:00:00,2.5216,220.55,0.989,valid
1,3,2025-08-30 21:00:00,6.1831,224.41,0.962,valid
2,3,2025-08-30 21:00:00,4.8764,231.57,0.971,valid
3,3,2025-08-30 21:00:00,4.6066,228.48,0.92,valid
4,3,2025-08-30 21:00:00,4.2248,229.0,0.922,valid
5,3,2025-08-30 21:00:00,3.7843,220.46,0.947,valid
6,3,2025-08-30 21:00:00,3.8613,218.39,0.937,valid
7,3,2025-08-30 21:00:00,3.711,231.7,0.926,valid
8,3,2025-08-30 21:00:00,3.3612,219.08,0.937,valid
9,3,2025-08-30 21:00:00,2.8936,221.2,0.932,valid
10,3,2025-08-30 21:00:00,2.7283,230.56,0.942,valid
11,3,2025-08-30 21:00:00,2.7021,231.54,0.983,valid
12,3,2025-08-30 21:00:00,2.3962,226.73,0.976,valid
13,3,2025-08-30 21:00:00,2.4081,225.2,0.983,valid
14,3,2025-08-30 21:00:00,2.4119,231.84,0.911,valid
1,2,2025-08-30 22:00:00,6.1583,223.8,0.962,valid
2,2,2025-08-30 22:00:00,5.1557,220.06,0.969,valid
3,2,2025-08-30 22:00:00,4.7386,228.06,0.988,valid
4,2,2025-08-30 22:00:00,4.4413,221.84,0.917,valid
5,2,2025-08-30 22:00:00,3.9384,230.96,0.933,valid
6,2,2025-08-30 22:00:00,3.931,231.88,0.938,valid
7,2,2025-08-30 22:00:00,3.6653,228.68,0.94,valid
8,2,2025-08-30 22:00:00,3.4458,227.12,0.92,valid
9,2,2025-08-30 22:00:00,3.0102,224.72,0.924,valid
10,2,2025-08-30 22:00:00,2.8447,222.43,0.913,valid
11,2,2025-08-30 22:00:00,2.5206,226.89,0.966,valid
12,2,2025-08-30 22:00:00,2.3974,219.28,0.985,valid
13,2,2025-08-30 22:00:00,2.5732,228.53,0.982,valid
14,2,2025-08-30 22:00:00,2.5995,224.64,0.927,valid
1,1,2025-08-30 23:00:00,6.2476,220.38,0.925,valid
2,1,2025-08-30 23:00:00,4.7711,228.36,0.921,valid
3,1,2025-08-30 23:00:00,4.8027,228.76,0.968,valid
4,1,2025-08-30 23:00:00,4.1802,230.15,0.983,valid
5,1,2025-08-30 23:00:00,3.8256,221.32,0.982,valid
6,1,2025-08-30 23:00:00,3.8109,229.85,0.912,valid
7,1,2025-08-30 23:00:00,3.5138,227.68,0.975,valid
8,1,2025-08-30 23:00:00,3.3792,221.37,0.929,valid
9,1,2025-08-30 23:00:00,2.869,228.97,0.922,valid
10,1,2025-08-30 23:00:00,2.8046,229.03,0.973,valid
11,1,2025-08-30 23:00:00,2.4729,219.37,0.986,valid
12,1,2025-08-30 23:00:00,2.3543,224.17,0.915,valid
13,1,2025-08-30 23:00:00,2.5052,223.23,0.914,valid
14,1,2025-08-30 23:00:00,2.4668,230.24,0.949,valid
1,1,2025-08-31 00:00:00,6.1038,219.12,0.944,valid
2,1,2025-08-31 00:00:00,4.9948,227.55,0.966,valid
3,1,2025-08-31 00:00:00,4.5672,229.27,0.911,valid
4,1,2025-08-31 00:00:00,4.1965,230.96,0.974,valid
5,1,2025-08-31 00:00:00,3.8647,231.0,0.988,valid
6,1,2025-08-31 00:00:00,3.9536,221.59,0.967,valid
7,1,2025-08-31 00:00:00,3.6737,221.26,0.939,valid
8,1,2025-08-31 00:00:00,3.2484,230.18,0.988,valid
